pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,w_correct,w_incorrect,w_missing,w_blanks,s_correct,s_incorrect,s_missing,s_blanks,a1_correct,a2_correct,a3_correct,a4_correct,a5_correct,a6_correct,a7_correct,a8_correct,spelling_correct,l_hr,l_min,l_tried,l_errors,l_time,wordscore,sentscore,letterscore,letterscoreraw,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_w_correct,r2_w_incorrect,r2_w_missing,r2_s_correct,r2_s_incorrect,r2_s_missing,r2_a1_correct,r2_a2_correct,r2_a3_correct,r2_a4_correct,r2_a5_correct,r2_a6_correct,r2_a7_correct,r2_a8_correct,r2_spelling_correct,r2_l_hr,r2_l_min,r2_l_tried,r2_l_errors,r2_l_time,r2_wordscore,r2_sentscore,r2_letterscore,r2_letterscoreraw,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
7121028,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,8,1,1,25.454546,0.55003387,-0.81586957,1,0,0,0,1,0,-0.13201322,50,50,10,0,21,3,0,,29,1,10,,3,3,3,2,2,2,0,0,8,12,4,70,0,59,18,28,70,70,8,16.799999,24,19.200001,19.5,8,5,2,15,34.5,-0.83593172,0.5386492,-0.24305396,1.0306565,-0.33742589,1.025246,-0.14389507,1.0220358,0,9,24,0,0,34,0,6,3,3,2,3,2,2,0,0,9,10,42,70,,53,24,34,70,,9,20.4,24,21.6,22.5,15,7,6,2,37.5
7121029,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,-0.006972004,51.81818,52,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87059355,0.52831185,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,0,13,23,0,1,28,2,10,3,2,3,2,1,1,0,0,8,11,2,70,0,54,23,26,70,70,8,15.6,24,19.200001,20.450001,12,7,4,1,32.450001
7121030,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,9,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.009700158,53.636364,54,11,0,20,4,0,,11,19,10,"1-3,28-30",3,3,1,2,0,1,0,0,4,11,34,16,6,,16,0,10,10,4,0,3.4285715,9.6000004,7.257143,5,5,0,10,17.257143,0.87026435,0.52939773,0.27531844,0.90212512,0.39926803,0.82897121,0.15274657,0.96972919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121031,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.043044481,55.454548,56,12,0,16,8,0,,23,17,0,,3,2,0,2,0,2,1,0,0,11,34,18,11,,8,6,7,7,0,3.5999999,2.4000001,0,3.5,5,5,0,10,13.5,0.86961991,0.53150731,0.28607824,0.89199781,0.39926803,0.82897121,0.17023514,0.95407492,0,10,16,8,0,16,14,10,3,2,2,2,0,1,0,0,2,10,47,23,5,,8,2,18,18,2,1.2,6.1714287,4.8000002,5.0428572,10,6,4,0,15.042857
7121032,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.19309394,57.272728,58,12,0,13,6,5,,20,20,0,,3,3,1,1,1,1,1,0,7,11,43,16,7,,7,0,9,9,7,0,3.0857143,16.799999,6.7214284,5,5,1,11,17.721428,0.86694509,0.54000217,0.27404037,0.90303904,0.39362681,0.83276063,0.15516236,0.96818614,0,9,23,1,0,27,3,10,3,3,3,2,1,2,1,0,8,10,42,32,2,,22,24,30,30,8,14.4,10.285714,19.200001,16.471428,15,8,6,1,31.471428
7121033,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,13,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.20976609,59.090908,60,12,0,12,12,0,,10,5,25,,3,3,1,2,1,1,0,0,3,12,6,22,9,,0,5,13,13,3,3,4.4571428,7.1999998,3.6642857,5,5,1,11,14.664286,0.86667061,0.5408479,0.28266194,0.89566654,0.39362681,0.83276063,0.16944146,0.95500457,0,14,14,10,0,17,13,10,3,3,2,2,3,2,1,0,0,10,40,25,6,,4,4,19,19,0,2.4000001,6.5142856,0,3.2285714,16,7,6,3,19.228571
7121034,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,9,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.33480731,60.909092,61,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86475497,0.54658538,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,0,12,23,1,0,26,4,10,3,2,3,3,3,2,2,0,8,10,49,70,3,58,22,22,67,67,8,13.2,22.971428,19.200001,19.342857,18,8,7,3,37.342857
7121035,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.40149596,62.727272,63,13,0,17,7,0,,17,23,0,,3,2,1,2,0,1,1,0,0,11,58,15,3,,10,0,12,12,0,0,4.1142859,0,3.5285716,5,5,0,10,13.528572,0.86383677,0.54921752,0.28599355,0.89209378,0.39926803,0.82897121,0.17009687,0.9542383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121036,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,15,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.52653718,64.545456,65,13,0,13,11,0,,17,13,10,,0,0,0,0,0,0,0,0,0,11,53,21,12,,2,4,9,9,0,2.4000001,3.0857143,0,1.8714286,0,0,0,0,1.8714286,0.86230981,0.55337107,0.32505113,0.82433408,0.47831175,0.65721434,0.17826663,0.94353741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121037,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.65157837,66.36364,67,14,0,17,7,0,,13,6,21,17-30,3,3,1,2,1,1,1,0,5,11,48,46,1,,10,7,45,45,5,4.1999998,15.428572,12,10.407143,5,6,1,12,22.407143,0.86103612,0.55652404,0.26172048,0.90827137,0.38831565,0.83468133,0.13897289,0.97443581,0,12,23,1,0,26,4,10,3,3,3,3,3,1,1,2,8,10,51,64,1,,22,22,63,63,8,13.2,21.6,19.200001,19,19,7,7,5,38
7121038,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,9,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.67658663,68.181816,69,14,0,23,1,0,,8,5,27,,3,3,3,2,1,2,0,0,6,11,51,49,5,,22,3,44,44,6,1.8,15.085714,14.4,13.321428,8,5,1,14,27.321428,0.86081177,0.55703592,0.24983141,0.90602219,0.37864295,0.83290583,0.12676874,0.97224039,0,8,24,0,0,11,5,24,3,2,3,2,1,2,0,0,4,10,45,70,,58,24,6,70,,4,3.5999999,24,9.6000004,15.299999,13,8,4,1,28.299999
7121039,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.69325876,70,70,14,0,14,10,0,,20,16,4,,3,3,1,2,0,2,1,0,0,12,1,17,5,,4,4,12,12,0,2.4000001,4.1142859,0,2.6285715,6,6,0,12,14.628572,0.86066806,0.5573554,0.2827656,0.89556128,0.38831565,0.83468133,0.17449452,0.94874084,0,10,13,11,0,24,16,0,3,3,3,2,0,1,1,0,1,10,55,35,11,,2,8,24,24,1,4.8000002,8.2285719,2.4000001,4.3571429,13,7,6,0,17.357143
7121040,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,8,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.70159489,71.818184,72,15,0,24,0,0,,36,4,0,,3,2,1,2,1,1,1,0,7,11,54,50,0,,24,32,50,50,7,19.200001,17.142857,16.799999,19.285713,5,5,1,11,30.285713,0.86059791,0.55750859,0.24311875,0.9007045,0.39362681,0.83276063,0.10283004,0.94660443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121041,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,13,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,1,0,0.75161135,73.636368,74,15,0,12,12,0,,21,19,0,,1,2,0,0,0,0,0,0,2,11,37,16,7,,0,2,9,9,2,1.2,3.0857143,4.8000002,2.2714286,1,2,0,3,5.2714286,0.86020046,0.55833596,0.31263375,0.85075438,0.44948214,0.74196804,0.17626521,0.94635397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121042,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,15,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,0.78495568,75.454544,76,16,0,19,5,0,,26,14,0,,3,1,2,2,2,1,0,0,2,11,44,0,7,,14,12,0,,2,7.1999998,0,4.8000002,6.5,6,3,2,11,17.5,0.85995817,0.5588004,0.27464861,0.90261227,0.39362681,0.83276063,0.15616788,0.96748364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121043,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,0.79329175,77.272728,78,16,0,24,0,0,,35,5,0,,3,3,2,2,3,1,1,0,9,12,0,62,2,,24,30,60,60,9,18,20.571428,21.6,21.042856,6,6,3,15,36.042854,0.85990053,0.5589056,0.23097689,0.8809185,0.37426683,0.82912177,0.095920794,0.93268192,0,11,24,0,0,28,2,10,3,3,3,3,2,2,2,0,10,10,53,70,0,56,24,26,70,70,10,15.6,24,24,21.9,18,8,8,2,39.900002
7121044,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,11,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,0.81830001,79.090912,80,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85973406,0.5591951,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,0,11,24,0,0,33,6,1,3,3,1,3,3,1,1,0,7,11,5,44,5,,24,27,39,39,7,16.200001,13.371428,16.799999,17.592857,15,5,7,3,32.592857
7121045,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,11,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.0100299,80.909088,81,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8588022,0.56010902,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121046,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,11,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.0683824,82.727272,83,17,0,20,4,0,,14,1,25,,3,3,3,2,0,2,1,0,5,11,33,40,7,,16,13,33,33,5,7.8000002,11.314285,12,11.778571,8,6,0,14,25.778572,0.85864002,0.55992538,0.25345808,0.9075914,0.37864295,0.83290583,0.13317439,0.97419071,0,12,24,0,0,21,1,18,3,3,3,2,0,1,0,0,7,10,50,57,0,,24,20,57,57,7,12,19.542856,16.799999,18.085712,12,7,5,0,30.085712
7121047,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.0767184,84.545456,85,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8586213,0.55988139,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121048,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,14,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.1100628,86.36364,87,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85855913,0.55966073,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,0,13,12,12,0,9,21,10,3,2,0,1,1,2,1,0,0,10,41,0,,,0,0,0,,0,0,0,0,0,10,5,4,1,10
7121049,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,8,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.135071,88.181816,89,18,0,22,2,0,14-15,12,8,20,,3,3,2,2,2,2,0,0,9,11,36,32,3,,20,4,29,29,9,2.4000001,9.9428568,21.6,13.485714,7,5,2,14,27.485714,0.85852462,0.55944818,0.24945074,0.90580761,0.37864295,0.83290583,0.12609327,0.97192663,0,9,23,1,0,38,2,0,3,3,2,3,3,2,1,0,8,10,50,51,2,,22,36,49,49,8,21.6,16.799999,19.200001,19.9,17,7,7,3,36.900002
7121050,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,13,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.443506,90,90,18,0,22,2,0,,20,4,16,17-30,3,3,3,2,3,2,1,0,7,11,54,41,1,,20,16,40,40,7,9.6000004,13.714286,16.799999,15.028571,8,6,3,17,32.028572,0.85898411,0.55341417,0.23932213,0.89609647,0.36641711,0.81526423,0.11980333,0.96795583,0,14,23,1,0,38,2,0,3,3,2,3,3,3,3,3,10,10,53,63,2,,22,36,61,61,10,21.6,20.914286,24,22.128571,23,8,9,6,45.128571
7121051,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,11,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.5101947,91.818184,92,19,0,18,6,0,,27,13,0,,3,2,1,2,2,1,2,2,0,11,51,48,2,,12,14,46,46,0,8.3999996,15.771428,0,9.0428572,5,6,4,15,24.042858,0.85930318,0.55124599,0.25765237,0.90840763,0.37426683,0.82912177,0.1448538,0.9733029,0,14,22,2,0,33,7,0,3,2,2,2,3,2,1,0,6,10,59,67,2,,20,26,65,65,6,15.6,22.285715,14.4,18.071428,15,7,5,3,33.071426
7121052,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,10,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.5185308,93.63636,94,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85934865,0.55095237,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121053,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,12,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.6769164,95.454544,96,20,0,21,3,0,,39,1,0,,3,3,3,2,3,2,1,1,9,11,38,70,2,59,18,38,68,68,9,22.799999,23.314285,21.6,21.428572,8,6,4,18,39.428574,0.86045337,0.54438758,0.22435206,0.86251205,0.3629435,0.80485678,0.094407186,0.92916304,0,13,24,0,0,39,1,0,3,2,3,2,3,3,1,0,8,10,38,70,,46,24,38,70,,8,22.799999,24,19.200001,22.5,17,9,5,3,39.5
7121054,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,1,9,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.7852854,97.272728,98,20,0,23,1,0,,36,4,0,,3,3,3,2,2,2,0,0,9,11,41,70,0,49,22,32,70,70,9,19.200001,24,21.6,21.699999,8,5,2,15,36.699997,0.86147821,0.53876603,0.22966205,0.87777597,0.37426683,0.82912177,0.093342409,0.92658013,0,9,24,0,0,38,1,1,3,3,3,2,2,0,0,0,0,10,49,70,,39,24,37,70,,0,22.200001,24,0,17.549999,13,6,5,2,30.549999
7121055,712,BUTERE/M,0,BUTERE,BUTERE WEST,1,1,0,11,0,0,75.454544,0.55000645,0.84608692,0,1,0,0,0,1,1.9269987,99.090912,100,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86315858,0.52992046,0.25960878,0.89246631,0.38453844,0.81919694,0.13808164,0.95817143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151003,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,1,0,57.696426,1.0540131,0.15103374,1,0,1,0,0,0,-1.2692776,10.625005,11,3,0,13,11,0,,7,8,25,,3,2,0,0,0,0,0,0,0,11,1,14,6,,2,0,8,8,0,0,2.7428572,0,1.1857142,3,2,0,5,6.1857142,0.15164003,1.0652175,0.22134337,0.89770365,0.25683317,0.93477052,0.11478192,0.95595723,0,8,14,10,0,13,17,10,2,1,0,0,0,0,0,0,0,11,15,23,10,,4,0,13,13,0,0,4.4571428,0,2.1142857,3,2,1,0,5.1142855
7151004,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.381756,0.93799853,-0.14286976,0,1,0,0,1,0,-0.14509293,51.875,52,11,0,16,8,0,,23,17,0,,3,2,0,0,0,0,0,0,0,11,25,20,9,,8,6,11,11,0,3.5999999,3.7714286,0,3.8428574,3,2,0,5,8.8428574,-0.12373999,0.9281171,-0.26026553,1.0914044,-0.30017751,1.0289415,-0.13856918,1.074945,0,9,11,13,0,11,5,24,3,3,2,1,1,0,1,0,0,11,28,,,,0,6,0,,0,3.5999999,0,0,0.89999998,11,5,5,1,11.9
7151005,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,57.696426,1.0540131,0.15103374,0,1,0,0,0,1,1.0979079,81.875,82,17,0,7,9,8,,11,4,25,,3,3,0,2,3,1,0,0,0,11,12,39,5,,0,7,34,34,0,4.1999998,11.657143,0,3.9642856,4,5,3,12,15.964286,0.11449999,1.0778996,0.19854084,0.90810966,0.23233941,0.94218123,0.1019287,0.96198052,0,11,23,1,0,10,4,26,3,3,1,2,3,1,1,0,5,12,24,64,1,,22,6,63,63,5,3.5999999,21.6,12,14.8,14,5,6,3,28.799999
7151006,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,0,0,47.381756,0.93799853,-0.14286976,0,1,0,0,0,1,1.9661806,96.875,97,20,0,12,12,0,,7,8,25,,3,3,2,0,1,0,0,0,1,10,58,26,7,,0,0,19,19,1,0,6.5142856,2.4000001,2.2285714,5,3,1,9,11.228571,-0.15876777,0.8794412,-0.26911432,1.0880954,-0.32370842,1.0180486,-0.12694946,1.0770785,0,11,9,15,0,26,14,0,3,3,3,2,2,1,0,0,1,12,25,43,10,,0,12,33,33,1,7.1999998,11.314285,2.4000001,5.2285714,14,7,5,2,19.228571
7151007,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,57.696426,1.0540131,0.15103374,0,1,0,0,0,1,1.5000553,91.875,92,19,0,6,6,12,,11,4,25,,3,3,0,2,0,0,0,0,0,11,6,20,11,,0,7,9,9,0,4.1999998,3.0857143,0,1.8214285,3,5,0,8,9.8214283,0.109153,1.0723356,0.21183398,0.90733719,0.24473663,0.94500756,0.11171262,0.95844311,0,12,9,15,0,27,13,0,3,2,0,2,0,1,0,0,0,11,20,46,9,,0,14,37,37,0,8.3999996,12.685715,0,5.2714286,8,4,4,0,13.271429
7151010,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.381756,0.93799853,-0.14286976,1,0,0,1,0,0,-0.3553063,41.875004,42,9,0,12,12,0,,19,21,0,,3,3,1,2,3,1,1,0,5,10,37,44,6,,0,0,38,38,5,0,13.028571,12,6.257143,5,6,3,14,20.257143,-0.12080834,0.92784035,-0.30950326,1.0472059,-0.36212155,0.96629179,-0.15715137,1.0622067,0,11,22,2,0,24,16,0,3,3,3,3,3,3,0,0,10,11,14,58,3,,20,8,55,55,10,4.8000002,18.857143,24,16.914286,18,9,6,3,34.914284
7151012,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.381756,0.93799853,-0.14286976,0,1,0,0,1,0,0.38501036,70.625,71,15,0,8,16,0,,21,19,0,,3,3,0,0,2,0,0,0,0,11,3,28,7,,0,2,21,21,0,1.2,7.1999998,0,2.0999999,3,3,2,8,10.1,-0.13149762,0.92499959,-0.26484779,1.0900172,-0.317305,1.023054,-0.12604615,1.0770352,0,9,13,11,0,18,22,0,3,3,3,1,2,1,0,0,0,11,4,45,4,,2,0,41,41,0,0,14.057143,0,4.014286,13,7,4,2,17.014286
7151013,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,57.696426,1.0540131,0.15103374,0,1,0,0,0,1,1.2898419,86.875,87,18,0,13,11,0,,4,6,30,,3,3,1,2,2,2,0,0,3,11,22,52,3,,2,0,49,49,3,0,16.799999,7.1999998,6.5,6,5,2,13,19.5,0.11192305,1.0755485,0.19228971,0.89953488,0.22985761,0.93841368,0.091245569,0.95663118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151014,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.381756,0.93799853,-0.14286976,1,0,0,1,0,0,-0.6569168,26.874996,27,6,0,3,9,12,,7,5,12,,2,1,0,2,0,0,0,0,0,11,19,10,4,,0,2,6,6,0,1.2,2.057143,0,0.81428576,2,3,0,5,5.8142858,-0.11672929,0.92593116,-0.24991439,1.0914997,-0.30017751,1.0289415,-0.11716281,1.074855,0,10,14,10,0,22,18,0,1,0,0,0,0,0,0,0,0,11,6,28,5,,4,4,23,23,0,2.4000001,7.8857141,0,3.5714285,1,1,0,0,4.5714283
7151015,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,1,0,57.696426,1.0540131,0.15103374,1,0,0,1,0,0,-0.34616661,43.124996,44,9,0,7,5,12,,7,8,25,,3,3,2,2,3,0,0,0,0,11,24,14,4,,2,0,10,10,0,0,3.4285715,0,1.3571429,5,5,3,13,14.357143,0.13573693,1.0793295,0.2017097,0.90976685,0.22985761,0.93841368,0.11394589,0.95669436,0,10,8,16,0,24,16,0,3,1,1,2,2,1,1,0,0,12,19,36,4,,0,8,32,32,0,4.8000002,10.971429,0,3.9428573,11,5,4,2,14.942858
7151016,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.381756,0.93799853,-0.14286976,0,1,0,0,1,0,-0.090254657,54.375,55,11,0,16,8,0,,4,11,25,,3,0,0,0,1,0,0,0,0,11,2,0,,,8,0,0,,0,0,0,0,2,3,0,1,4,6,-0.12451748,0.92804831,-0.2505224,1.0916271,-0.29510602,1.0279015,-0.12534556,1.0769798,0,10,8,16,0,12,18,10,3,0,0,0,0,0,0,0,0,11,14,15,7,,0,0,8,8,0,0,2.7428572,0,0.6857143,3,3,0,0,3.6857142
7151019,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,1,0,57.696426,1.0540131,0.15103374,1,0,0,1,0,0,-0.63863736,45.624996,46,10,0,15,9,0,,15,15,10,,2,1,0,1,0,0,0,0,0,11,17,27,13,,6,0,14,14,0,0,4.8000002,0,2.7,2,2,0,4,6.6999998,0.14053674,1.0762036,0.21991543,0.89950347,0.2614693,0.92885208,0.10760301,0.96078324,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151021,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,1,0,57.696426,1.0540131,0.15103374,1,0,0,1,0,0,-0.67519623,25,25,5,0,14,10,0,,9,6,25,,3,3,1,0,3,1,0,0,0,10,54,39,5,,4,3,34,34,0,1.8,11.657143,0,4.3642855,5,3,3,11,15.364285,0.14115101,1.0757285,0.19969933,0.90888578,0.2350646,0.94467485,0.10018614,0.96183068,0,10,12,12,0,15,20,5,3,3,2,2,2,0,0,0,1,10,58,41,7,,0,0,34,34,1,0,11.657143,2.4000001,3.5142856,12,5,5,2,15.514286
7151022,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.381756,0.93799853,-0.14286976,1,0,1,0,0,0,-1.095623,14.374995,15,3,0,8,16,0,,7,8,25,,3,3,0,2,0,0,0,0,0,11,9,0,,,0,0,0,,0,0,0,0,0,3,5,0,8,8,-0.11103684,0.91985774,-0.25728974,1.0918926,-0.317305,1.023054,-0.11165866,1.0717875,0,7,9,15,0,21,9,10,3,1,0,0,0,0,0,0,0,11,16,16,8,,0,12,8,8,0,7.1999998,2.7428572,0,2.4857142,4,3,1,0,6.485714
7151024,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.381756,0.93799853,-0.14286976,1,0,1,0,0,0,-1.5069101,9.375,10,2,0,8,16,0,,11,19,10,,3,2,0,0,0,0,0,0,0,11,25,20,11,,0,0,9,9,0,0,3.0857143,0,0.77142859,3,2,0,5,5.7714286,-0.10592824,0.91034001,-0.2497745,1.0914679,-0.30017751,1.0289415,-0.11687099,1.0747267,0,12,11,13,0,11,19,10,3,2,0,1,0,1,0,0,0,12,11,24,7,,0,0,17,17,0,0,5.8285713,0,1.4571428,7,4,3,0,8.4571428
7151025,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,57.696426,1.0540131,0.15103374,0,1,0,0,1,0,0.010282177,56.875,57,12,0,8,16,0,,8,7,25,,3,3,0,0,0,1,1,0,0,10,47,20,7,,0,1,13,13,0,0.60000002,4.4571428,0,1.2642857,4,4,0,8,9.264286,0.13014367,1.0815643,0.2132058,0.90631664,0.24473663,0.94500756,0.11439796,0.95630127,0,12,9,15,0,23,17,0,3,3,2,3,0,2,0,0,0,12,16,22,6,,0,6,16,16,0,3.5999999,5.4857144,0,2.2714286,13,7,6,0,15.271429
7151027,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,11,0,0,47.381756,0.93799853,-0.14286976,0,1,0,0,1,0,0.24791469,66.875,67,14,0,12,12,0,,6,9,25,,3,2,0,0,0,0,0,0,0,11,14,10,4,,0,0,6,6,0,0,2.057143,0,0.51428574,3,2,0,5,5.5142856,-0.12943779,0.92633325,-0.24893913,1.0912567,-0.30017751,1.0289415,-0.11512521,1.0738806,0,12,12,12,0,22,18,0,3,3,1,2,0,1,1,0,1,11,5,42,9,,0,4,33,33,1,2.4000001,11.314285,2.4000001,4.0285711,11,5,6,0,15.028571
7151028,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,10,1,0,57.696426,1.0540131,0.15103374,1,0,0,1,0,0,-0.38272545,39.999996,40,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13632616,1.0790033,0.20456991,0.90195554,0.24058299,0.93731725,0.10264727,0.95384902,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151031,715,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,9,0,0,47.381756,0.93799853,-0.14286976,0,1,0,0,0,1,1.701129,94.375,95,19,0,11,13,0,,19,21,0,,3,3,1,2,3,0,0,0,0,11,50,24,7,,0,0,17,17,0,0,5.8285713,0,1.4571428,4,5,3,12,13.457143,-0.15365733,0.8915202,-0.27799365,1.0823765,-0.34533936,0.99293643,-0.12157201,1.076345,0,10,15,9,0,12,14,14,3,3,1,2,2,1,1,0,2,12,26,33,4,,6,0,29,29,2,0,9.9428568,4.8000002,5.1857142,13,5,6,2,18.185715
