pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,w_correct,w_incorrect,w_missing,w_blanks,s_correct,s_incorrect,s_missing,s_blanks,a1_correct,a2_correct,a3_correct,a4_correct,a5_correct,a6_correct,a7_correct,a8_correct,spelling_correct,l_hr,l_min,l_tried,l_errors,l_time,wordscore,sentscore,letterscore,letterscoreraw,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_w_correct,r2_w_incorrect,r2_w_missing,r2_s_correct,r2_s_incorrect,r2_s_missing,r2_a1_correct,r2_a2_correct,r2_a3_correct,r2_a4_correct,r2_a5_correct,r2_a6_correct,r2_a7_correct,r2_a8_correct,r2_spelling_correct,r2_l_hr,r2_l_min,r2_l_tried,r2_l_errors,r2_l_time,r2_wordscore,r2_sentscore,r2_letterscore,r2_letterscoreraw,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
7251052,725,BUTERE/M,0,BUTERE,BUTERE WEST,1,0,1,13,0,0,73.778198,0.81937969,0.76770425,0,1,0,0,0,1,1.8946044,95.614037,96,20,0,23,1,0,,13,4,23,,3,3,1,2,3,1,1,0,5,10,57,60,1,,22,9,59,59,5,5.4000001,20.228571,12,14.907143,5,6,3,14,28.907143,0.80917114,0.80231297,0.37224931,0.7933383,0.38068998,0.59413302,0.3102814,0.97287327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251053,725,BUTERE/M,0,BUTERE,BUTERE WEST,1,0,0,8,0,0,73.778198,0.81937969,0.76770425,0,1,0,0,0,1,1.92997,97.368423,98,20,0,24,0,0,,15,3,22,,2,3,2,2,2,0,0,0,9,10,28,57,0,,24,12,57,57,9,7.1999998,19.542856,21.6,18.085714,4,5,2,11,29.085714,0.80950606,0.80127656,0.37198761,0.79299134,0.39188054,0.60541761,0.30236697,0.96671921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251054,725,BUTERE/M,0,BUTERE,BUTERE WEST,1,0,1,10,0,0,73.778198,0.81937969,0.76770425,0,1,0,0,0,1,2.1987488,99.12281,100,20,0,24,0,0,,36,2,2,,3,3,1,2,3,1,1,0,9,10,16,68,0,,24,34,68,68,9,20.4,23.314285,21.6,22.328571,5,6,3,14,36.328571,0.81279081,0.79155052,0.36404312,0.76368666,0.38068998,0.59413302,0.29482117,0.94455129,0,10,23,1,0,32,8,0,3,3,3,2,3,2,1,2,10,14,4,63,0,,22,24,63,63,10,14.4,21.6,24,20.5,19,8,6,5,39.5
7251055,725,BUTERE/M,0,BUTERE,BUTERE WEST,1,0,0,,1,1,27.495462,0.44065648,-0.74123168,1,0,1,0,0,0,-1.4651294,5.2631559,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75111693,0.42711791,-0.41432917,1.0635682,-0.42458272,1.1837867,-0.34556192,0.94906616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251056,725,BUTERE/M,0,BUTERE,BUTERE WEST,1,0,0,,1,1,27.495462,0.44065648,-0.74123168,1,0,1,0,0,0,-1.4651294,5.2631559,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75111693,0.42711791,-0.41432917,1.0635682,-0.42458272,1.1837867,-0.34556192,0.94906616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251057,725,BUTERE/M,0,BUTERE,BUTERE WEST,1,0,1,9,0,0,73.778198,0.81937969,0.76770425,1,0,1,0,0,0,-1.4651294,5.2631559,6,2,0,15,9,0,,21,19,0,,3,3,0,0,0,0,0,0,1,10,19,35,15,,6,2,20,20,1,1.2,6.8571429,2.4000001,4.1142855,3,3,0,6,10.114285,0.86671323,0.67783952,0.41806099,0.74050736,0.42086372,0.54706413,0.35253942,0.93602085,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321001,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,1,0,0.34229809,52.586208,53,11,0,12,12,0,,8,5,27,,1,2,0,1,0,0,0,0,0,12,16,41,2,,0,3,39,39,0,1.8,13.371428,0,3.7928572,1,3,0,4,7.7928572,-0.065462813,0.95143658,-0.18118109,0.93021178,-0.083938397,1.1931211,-0.23802285,0.57139319,0,11,14,10,0,19,21,0,2,2,2,2,1,0,0,0,0,12,20,61,0,,4,0,61,61,0,0,20.914286,0,6.2285714,9,4,4,1,15.228571
7321002,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,-1.0893888,30.172413,31,7,0,5,4,15,,1,5,34,,1,0,0,0,0,0,0,0,0,12,30,21,4,,1,0,17,17,0,0,5.8285713,0,1.7071428,1,0,0,1,2.7071428,-0.037031837,0.94114113,-0.16249396,0.92263722,-0.064815879,1.186186,-0.22324149,0.5768894,0,9,22,2,0,37,3,0,3,1,0,1,0,0,0,0,9,12,54,49,2,,20,34,47,47,9,20.4,16.114286,21.6,19.528572,5,3,2,0,24.528572
7321003,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,-1.1291579,37.068962,38,8,0,12,3,9,,4,11,25,,3,1,0,0,0,0,0,0,0,12,18,19,7,,9,0,12,12,0,0,4.1142859,0,3.2785716,3,1,0,4,7.2785716,-0.036253829,0.94007027,-0.17917788,0.93051463,-0.083938397,1.1931211,-0.2341893,0.57545871,0,7,15,9,0,8,12,20,3,3,0,0,0,0,0,0,0,12,36,28,3,,6,0,25,25,0,0,8.5714283,0,3.6428571,6,3,3,0,9.6428566
7321004,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-1.0098506,11.206895,12,3,0,9,3,12,,4,11,25,,2,1,0,0,0,0,0,0,0,11,59,0,0,,6,0,0,,0,0,0,0,1.5,2,1,0,3,4.5,-0.038586989,0.94314408,-0.16881259,0.92804235,-0.077492304,1.1920037,-0.22187892,0.57584393,0,10,12,12,0,18,14,8,3,2,1,0,2,1,0,0,0,12,24,0,,,0,4,0,,0,2.4000001,0,0,0.60000002,9,5,2,2,9.6000004
7321005,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,1,0,0.6604507,68.103447,69,14,0,5,5,14,,1,2,37,,2,1,2,1,2,0,0,0,4,12,11,9,5,,0,0,4,4,4,0,1.3714286,9.6000004,2.7428572,4,2,2,8,10.742857,-0.072076552,0.9465816,-0.19325551,0.92387998,-0.11119625,1.1862246,-0.23033153,0.57779413,0,10,24,,,7,4,29,3,2,3,3,3,2,0,0,4,12,18,50,0,,,3,50,50,4,1.8,17.142857,9.6000004,7.1357141,16,8,5,3,23.135714
7321006,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,10,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,1.1774487,83.620689,84,17,0,17,7,0,,9,8,23,,3,2,2,0,0,1,1,0,1,12,5,17,6,,10,1,11,11,1,0.60000002,3.7714286,2.4000001,4.1928573,6,3,0,9,13.192858,-0.083248988,0.93271613,-0.20414741,0.91239685,-0.11856271,1.1815078,-0.24109676,0.56696153,0,10,21,3,0,5,2,33,3,1,3,2,3,2,0,0,6,12,42,24,4,,18,3,20,20,6,1.8,6.8571429,14.4,10.264286,14,8,3,3,24.264286
7321007,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,0.70021981,93.965515,94,19,0,10,7,7,,12,11,17,,3,2,0,2,0,0,0,0,0,12,1,20,5,,3,1,15,15,0,0.60000002,5.1428571,0,2.1857142,3,4,0,7,9.1857147,-0.072915748,0.94578499,-0.18675296,0.92820513,-0.10409049,1.1896859,-0.22645912,0.57819659,0,11,17,7,0,5,5,30,2,0,3,2,0,0,0,0,2,12,37,32,2,,10,0,30,30,2,0,10.285714,4.8000002,6.2714281,7,5,2,0,13.271428
7321008,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,8,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-1.7256941,0.86206794,1,1,0,3,5,16,,5,5,30,,0,1,0,0,0,0,0,0,0,12,24,19,11,,0,0,8,8,0,0,2.7428572,0,0.6857143,0,1,0,1,1.6857142,-0.024521941,0.91795444,-0.15900992,0.91812867,-0.064815879,1.186186,-0.21669227,0.56883883,0,8,2,6,6,17,23,0,3,2,0,0,0,0,0,0,0,14,10,0,0,,0,0,0,,0,0,0,0,0,5,3,2,0,5
7321009,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-0.8905434,7.7586174,8,2,0,9,3,12,,3,2,35,,1,0,0,0,0,0,0,0,0,12,34,8,5,,6,1,3,3,0,0.60000002,1.0285715,0,1.9071429,1,0,0,1,2.9071429,-0.040919866,0.94580889,-0.16318572,0.92339551,-0.064815879,1.186186,-0.22457424,0.57762271,0,10,14,7,0,22,18,0,2,0,0,0,0,0,0,0,0,12,43,0,0,,7,4,0,,0,2.4000001,0,0,2.3499999,2,2,0,0,4.3499999
7321010,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,13,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,1,0,0.42183626,73.275864,74,15,0,15,9,0,,15,15,10,,3,3,1,2,3,1,0,0,3,12,1,15,8,,6,0,7,7,3,0,2.4000001,7.1999998,3.8999999,5,5,3,13,16.9,-0.067100614,0.95047164,-0.22247681,0.88260818,-0.15169938,1.1472592,-0.23883817,0.57031673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321011,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,1,0,0.54114348,61.206894,62,13,0,11,13,0,,11,9,20,,3,3,1,2,2,0,0,0,0,12,13,24,7,,0,2,17,17,0,1.2,5.8285713,0,1.7571428,4,5,2,11,12.757143,-0.069576204,0.94871533,-0.20214622,0.91487765,-0.13427435,1.167838,-0.22357312,0.57709801,0,10,13,11,0,6,5,29,3,3,3,2,0,2,0,0,2,12,30,22,3,,2,1,19,19,2,0.60000002,6.5142856,4.8000002,3.4785714,13,8,5,0,16.478571
7321013,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-1.3280033,2.5862098,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032360468,0.93399662,-0.17832313,0.9180997,-0.09009786,1.1776445,-0.22593802,0.5704807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321016,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,8,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,0.18322176,76.724136,77,16,0,13,3,8,,1,3,36,,3,2,1,2,0,2,0,0,5,12,18,42,3,,10,0,39,39,5,0,13.371428,12,8.8428574,6,4,0,10,18.842857,-0.062214389,0.95287961,-0.23317294,0.85969222,-0.12623739,1.1754283,-0.28416821,0.40231964,0,9,22,2,0,17,5,18,3,2,3,2,3,2,1,1,7,12,55,56,0,,20,12,56,56,7,7.1999998,19.200001,16.799999,15.8,17,8,5,4,32.799999
7321017,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,13,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,1,0,0.46160531,57.758621,58,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.067923211,0.94992763,-0.17832313,0.9180997,-0.09009786,1.1776445,-0.22593802,0.5704807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321019,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,9,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,1,0,0.70021981,69.827583,70,14,0,13,11,0,,4,10,26,,2,3,3,2,2,2,0,0,2,12,6,20,3,,2,0,17,17,2,0,5.8285713,4.8000002,3.1571429,7,5,2,14,17.157143,-0.072915748,0.94578499,-0.22384489,0.87989855,-0.16125163,1.1336495,-0.23330306,0.57615644,0,9,21,3,0,32,8,0,3,3,2,0,2,1,1,0,4,12,16,67,0,,18,24,67,67,4,14.4,22.971428,9.6000004,16.242857,12,6,4,2,28.242857
7321020,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,8,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,0.22299084,78.448273,79,16,0,15,9,0,,6,9,25,,2,2,0,0,0,1,0,0,0,12,1,42,2,,6,0,40,40,0,0,13.714286,0,4.9285717,3,2,0,5,9.9285717,-0.063023426,0.95257926,-0.18981741,0.92641968,-0.090497926,1.1931045,-0.24697351,0.55576187,0,7,24,,,6,4,30,3,3,2,2,0,0,0,0,8,12,46,70,0,57,,2,70,70,8,1.2,24,19.200001,11.1,10,5,5,0,21.1
7321021,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,7,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-0.81100523,12.931037,13,3,0,4,4,16,,3,4,33,,3,1,0,0,0,0,0,0,0,12,9,13,4,,0,0,9,9,0,0,3.0857143,0,0.77142859,3,1,0,4,4.7714286,-0.042476002,0.94736457,-0.1697931,0.92859405,-0.083938397,1.1931211,-0.21722575,0.56979924,0,8,10,14,0,21,19,0,2,1,0,0,0,0,0,0,0,12,53,25,3,,0,2,22,22,0,1.2,7.5428572,0,2.1857142,3,2,1,0,5.1857142
7321022,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,10,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-0.69169801,14.655172,15,3,0,2,10,12,,3,4,33,,0,0,0,0,0,0,0,0,0,12,13,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,-0.044812862,0.94937509,-0.15342855,0.90822476,-0.058523305,1.1813148,-0.21252644,0.55916113,0,10,4,20,0,9,6,25,2,0,0,0,0,0,0,0,0,12,34,0,,,0,3,0,,0,1.8,0,0,0.44999999,2,2,0,0,2.45
7321023,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,8,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,1.7739849,95.689651,96,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097029582,0.90602648,-0.17832313,0.9180997,-0.09009786,1.1776445,-0.22593802,0.5704807,0,8,16,8,0,12,28,0,2,2,2,0,2,2,1,0,3,12,48,70,0,52,8,0,70,70,3,0,24,7.1999998,9.8000002,11,6,3,2,20.799999
7321024,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,12,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,-0.69169801,25.862074,26,6,0,8,8,8,,7,8,25,,1,2,0,1,1,0,0,0,1,12,16,12,7,,0,0,5,5,1,0,1.7142857,2.4000001,1.0285715,1,3,1,5,6.0285716,-0.044812862,0.94937509,-0.17442274,0.93026632,-0.090497926,1.1931045,-0.21884365,0.57236105,0,10,15,9,0,8,9,23,1,3,0,1,0,0,0,0,0,12,28,23,9,,6,0,14,14,0,0,4.8000002,0,2.7,5,1,4,0,7.6999998
7321025,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,13,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,1.0979106,81.896553,82,17,0,8,5,11,,10,13,17,,1,0,0,0,0,0,0,0,0,12,3,7,7,,3,0,0,0,0,0,0,0,0.75,1,0,0,1,1.75,-0.081489854,0.93536347,-0.15922685,0.91844445,-0.064815879,1.186186,-0.21709211,0.56956416,0,10,12,12,0,21,19,0,0,1,0,0,0,0,0,0,0,12,28,36,1,,0,2,35,35,0,1.2,12,0,3.3,1,0,1,0,4.3000002
7321026,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,9,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,-0.45308352,43.965519,44,9,0,9,13,2,,7,7,26,,0,0,0,0,0,0,0,0,0,12,26,15,5,,0,0,10,10,0,0,3.4285715,0,0.85714287,0,0,0,0,0.85714287,-0.049503066,0.95226556,-0.15624125,0.91365927,-0.058523305,1.1813148,-0.21776211,0.57070613,0,9,17,7,0,14,15,11,3,3,0,2,0,0,0,0,3,12,25,43,0,,10,0,43,43,3,0,14.742857,7.1999998,7.985714,8,3,5,0,15.985714
7321028,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,7,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,-0.45308352,28.448278,29,6,0,16,8,0,,2,5,33,,3,0,0,0,0,0,0,0,1,12,8,7,6,,8,0,1,1,1,0,0.34285715,2.4000001,2.6857142,3,0,0,3,5.6857142,-0.049503066,0.95226556,-0.17314547,0.92995292,-0.077492304,1.1920037,-0.22992796,0.57793027,0,8,23,1,0,25,15,0,3,3,1,2,0,2,1,0,7,12,45,55,3,,22,10,52,52,7,6,17.828571,16.799999,15.657143,12,6,6,0,27.657143
7321029,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,11,0,0,47.637291,0.94391453,-0.056865647,0,1,0,0,0,1,1.6149087,92.241379,93,19,0,9,4,11,,6,4,30,,3,2,1,2,0,0,0,0,0,12,32,16,7,,5,2,9,9,0,1.2,3.0857143,0,2.3214285,4,4,0,8,10.321428,-0.093242958,0.91441375,-0.19146565,0.92527127,-0.11119625,1.1862246,-0.22738965,0.57828856,0,10,14,10,0,30,10,0,3,3,3,1,2,2,1,0,0,12,18,0,0,,4,20,0,,0,12,0,0,4,15,8,5,2,19
7321030,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,8,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,0.024145443,38.793106,39,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058998894,0.95368141,-0.17832313,0.9180997,-0.09009786,1.1776445,-0.22593802,0.5704807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321031,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,9,0,0,47.637291,0.94391453,-0.056865647,1,0,0,1,0,0,0.063914523,40.517242,41,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059799958,0.95354068,-0.17832313,0.9180997,-0.09009786,1.1776445,-0.22593802,0.5704807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321032,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,1,9,0,0,47.637291,0.94391453,-0.056865647,1,0,1,0,0,0,-1.2484651,6.0344815,7,2,0,12,12,0,,9,6,25,,0,0,0,0,0,0,0,0,0,12,22,25,9,,0,3,16,16,0,1.8,5.4857144,0,1.8214285,0,0,0,0,1.8214285,-0.033919018,0.93657249,-0.15946811,0.91879016,-0.058523305,1.1813148,-0.22400101,0.57734144,0,,12,12,0,24,16,0,1,0,0,0,0,1,0,0,1,12,24,0,0,,0,8,0,,1,4.8000002,0,2.4000001,1.8000001,2,2,0,0,3.8000002
7321033,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,8,1,0,52.809708,1.0534235,0.072752096,1,0,0,1,0,0,0.26275992,49.137932,50,10,0,15,7,2,,9,6,25,,2,3,0,0,0,0,0,0,0,12,23,25,9,,8,3,16,16,0,1.8,5.4857144,0,3.8214288,2,3,0,5,8.8214283,0.069624752,1.064463,0.20455241,1.1244097,0.072107419,0.83262181,0.29343206,1.3151608,0,11,14,10,0,16,24,0,3,3,0,2,1,1,0,0,0,12,32,42,1,,4,0,41,41,0,0,14.057143,0,4.514286,10,4,5,1,14.514286
7321034,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,1,0,-1.208696,54.310345,55,11,0,17,7,0,,10,20,10,,3,2,0,2,0,0,0,0,0,12,6,0,,,10,0,0,,0,0,0,0,2.5,3,4,0,7,9.5,0.10051717,1.0467908,0.20160447,1.1252694,0.057555981,0.83106971,0.30410168,1.3104056,0,10,10,14,0,22,18,0,3,3,2,1,3,2,1,0,0,12,51,21,2,,0,4,19,19,0,2.4000001,6.5142856,0,2.2285714,15,7,5,3,17.228571
7321035,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,1,0,-0.015623637,71.55172,72,15,0,11,13,0,,7,7,26,,1,2,0,1,1,0,0,0,1,12,9,19,12,,0,0,7,7,1,0,2.4000001,2.4000001,1.2,1,3,1,5,6.1999998,0.075174466,1.0643272,0.21651094,1.1185224,0.072107419,0.83262181,0.3157123,1.3040321,0,9,11,12,1,21,19,0,3,2,2,0,3,2,0,0,1,12,47,35,1,0,0,2,34,34,1,1.2,11.657143,2.4000001,3.8142858,12,7,2,3,15.814285
7321036,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,1,0,52.809708,1.0534235,0.072752096,1,0,1,0,0,0,-1.4075414,18.965519,19,4,0,7,6,11,,9,7,24,,3,3,1,0,0,0,0,0,0,12,29,0,,,1,2,0,,0,1.2,0,0,0.55000001,4,3,0,7,7.5500002,0.10508931,1.0409019,0.21023467,1.1220701,0.057555981,0.83106971,0.32197684,1.3001556,0,9,13,,,10,19,11,2,3,1,2,0,1,1,0,0,14,15,25,4,,,0,21,21,0,0,7.1999998,0,1.8,10,4,6,0,11.8
7321037,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,1,0,52.809708,1.0534235,0.072752096,1,0,0,1,0,0,-0.21446903,42.241383,43,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079203628,1.0633458,0.19768921,1.1093148,0.066474676,0.82184631,0.28699559,1.2965273,0,12,10,14,0,27,12,1,1,2,0,0,0,0,0,0,3,12,34,23,13,,0,15,10,10,3,9,3.4285715,7.1999998,4.9071426,3,1,2,0,7.9071426
7321038,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,9,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,0,1,1.4558324,88.793106,89,18,0,8,7,9,,1,4,35,,3,1,0,2,0,0,0,0,0,12,7,21,5,,1,0,16,16,0,0,5.4857144,0,1.6214286,3,3,0,6,7.6214285,0.04652812,1.0479406,0.20990971,1.1222268,0.064783074,0.83353263,0.31181902,1.306293,0,9,13,11,0,21,17,2,3,3,2,2,3,0,0,0,0,12,40,67,0,,2,4,67,67,0,2.4000001,22.971428,0,6.8428569,13,5,5,3,19.842857
7321039,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,1,0,0.024145443,51.72414,52,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074375577,1.0644349,0.19768921,1.1093148,0.066474676,0.82184631,0.28699559,1.2965273,0,9,13,11,0,22,18,0,3,2,1,1,0,0,0,0,1,12,31,0,0,,2,4,0,,1,2.4000001,0,2.4000001,1.7,7,4,3,0,8.6999998
7321040,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,12,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,0,1,2.290983,99.137932,100,20,0,10,14,0,,10,12,18,,2,1,0,0,1,0,0,0,1,12,33,19,7,,0,0,12,12,1,0,4.1142859,2.4000001,1.6285715,2,1,1,4,5.6285715,0.030335648,1.0162575,0.21924867,1.1166807,0.079566598,0.82831937,0.31175414,1.3063296,0,12,12,12,0,22,18,0,2,2,1,1,0,1,1,0,0,12,51,35,8,,0,4,27,27,0,2.4000001,9.257143,0,2.9142857,8,4,4,0,10.914286
7321041,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,10,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,0,1,1.5751395,90.517242,91,19,0,14,4,6,,1,4,35,,3,3,0,2,3,0,0,0,6,12,9,45,0,,10,0,45,45,6,0,15.428572,14.4,9.9571428,3,5,3,11,20.957142,0.04423644,1.0445905,0.1587012,1.0961779,0.028888443,0.78361648,0.25627926,1.3160354,0,11,23,1,0,18,2,20,3,3,1,2,3,2,0,0,7,12,31,46,0,,22,16,46,46,7,9.6000004,15.771428,16.799999,16.042858,14,6,5,3,30.042858
7321042,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,52.809708,1.0534235,0.072752096,1,0,0,1,0,0,-1.2882342,34.482758,35,7,0,1,5,18,,0,0,0,,0,0,0,0,0,0,0,0,0,12,4,19,7,,0,0,12,12,0,0,4.1142859,0,1.0285715,0,0,0,0,1.0285715,0.10233099,1.0445498,0.24333562,1.0937239,0.11161236,0.77248204,0.31733322,1.3030566,0,11,9,15,0,8,5,27,3,0,0,0,0,0,0,0,0,12,26,0,,,0,3,0,,0,1.8,0,0,0.44999999,3,3,0,0,3.45
7321043,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,52.809708,1.0534235,0.072752096,0,1,0,0,1,0,0.62068164,65.517242,66,14,0,2,4,18,,15,5,25,,3,2,0,0,0,0,0,0,0,12,21,0,,,0,10,0,,0,6,0,0,1.5,3,2,0,5,6.5,0.062611841,1.0625031,0.21509349,1.1194073,0.072107419,0.83262181,0.31292766,1.3056613,0,12,12,12,0,0,0,40,1,0,0,0,0,0,0,0,0,12,57,0,0,,0,0,0,,0,0,0,0,0,1,1,0,0,1
7321044,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,8,1,0,52.809708,1.0534235,0.072752096,1,0,1,0,0,0,-1.0098506,19.827587,20,4,0,24,0,0,,12,3,25,,3,3,1,2,2,1,0,0,7,11,59,70,0,49,24,9,70,70,7,5.4000001,24,16.799999,17.549999,5,5,2,12,29.549999,0.09606386,1.0517559,0.13257211,0.98527908,0.021591898,0.7599842,0.24067721,1.2322689,0,7,24,0,0,23,5,15,3,3,3,2,3,2,0,0,8,12,38,70,0,48,24,18,70,70,8,10.8,24,19.200001,19.5,16,8,5,3,35.5
7321045,732,BUTERE/M,0,BUTERE,BUTERE WEST,0,0,0,11,1,0,52.809708,1.0534235,0.072752096,1,0,1,0,0,0,-0.6519289,17.241383,18,4,0,12,12,0,,13,17,10,,2,2,1,0,0,0,0,0,0,12,11,13,4,,0,0,9,9,0,0,3.0857143,0,0.77142859,3,2,0,5,5.7714286,0.088308536,1.0585387,0.21855952,1.1171606,0.072107419,0.83262181,0.31980628,1.3015307,0,10,12,12,0,16,24,0,3,1,1,0,0,0,0,0,0,11,49,33,8,,0,0,25,25,0,0,8.5714283,0,2.1428571,5,4,1,0,7.1428571
