earnq1,earnq2,earnq3,earnq4,earnq5,earnq6,earnq7,earnq8,earnq9,earnq10,earnq11,earnq12,earnq13,earnq14,earnq15,earnq16,treatmnt,dsgn_wgt,white,black,hispanic,eng_sec_language,havekids_at_bline,male,educlevel_at_bline,hsgrad_at_bline,ged_at_bline,everwork_at_bline,wrk_lyr_bline,mos_wrk_lyr_bline,earn_lyr_bline,wage_bline,anywlfr_bline,alcohol_bline,arrest_bline,jail_bline,participate,voc_in_jc,work_wk48,pct_wks_wrk,logwage_wk208,wagenotmiss,attrit,nomiss
.e,0,68.46154,178,192.18878,362.21539,392.39999,392.39999,340.80685,225.47383,209.92392,232.68124,.e,.e,.e,.e,1,9.3076916,0,1,0,0,0,0,11,0,0,1,1,,,,0,0,0,0,1,1,,35.855888,2.4849067,1,0,0
63.452431,0,0,90.800003,172.39621,203.74615,294.29999,135.83076,145.24069,144.39211,177.71336,229.83122,154.98213,0,0,0,1,9.3076916,1,0,0,0,0,1,8,0,0,1,1,4,2880,4.5,0,1,1,0,1,1,0,54.807693,1.9459101,1,0,1
0,17.376923,92.769234,29.538462,88.054153,0,0,0,0,0,0,0,0,0,199.06448,323.47977,0,12.496587,0,1,0,0,0,0,10,0,0,1,1,6.5,3744,6,1,0,0,0,0,0,1,16.826923,2.1400661,1,0,1
0,0,0,0,0,0,0,0,0,129.58266,336.91492,139.12927,160.42386,166.92674,165.66988,177.86641,0,12.496587,0,1,0,0,0,1,9,0,0,0,0,0,0,,1,0,0,0,0,0,0,36.21188,3.1135154,1,0,1
0,0,178.5,183.07692,146.79337,101.02413,0,0,0,0,0,0,0,177.8407,256.88101,226.96399,0,12.496587,0,1,0,0,0,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,,37.694923,2.0268316,1,0,0
103.84615,282.8447,332.8302,304.26706,123.51923,0,0,0,0,0,0,0,0,58.548378,341.2843,307.6156,1,9.3076916,0,1,0,0,1,0,11,0,0,1,1,1.25,337.5,4.5,1,1,0,0,0,0,1,39.423077,2.0897806,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,0,0,0,0,1,9,0,0,1,0,0,0,,1,1,1,0,0,0,0,0,,0,0,1
197.67136,224.49269,.e,.e,.e,.e,0,111.65289,159.18379,189.88673,0,155.49919,0,0,553.28217,491.80637,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,5.5,,5,1,1,0,0,0,0,0,62.640194,2.3025851,1,0,0
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,1,1,10,0,0,1,1,4.25,,,0,0,1,,,,,,,,1,0
0,0,7.6923075,61.53846,0,0,0,0,0,0,0,0,0,0,88.920349,288.99112,0,12.496587,0,1,0,0,0,1,9,0,0,0,0,0,0,,1,0,0,0,0,0,1,12.5,1.9095426,1,0,1
112.5,292.5,338.74765,355.76923,351.08951,370.77737,405.60577,405.60577,400.34293,398.00391,398.00391,419.36368,441.1015,678.67181,761.12891,761.12891,0,12.496587,1,0,0,0,1,0,12,1,0,1,1,3.75,355.375,,0,1,0,0,0,0,1,96.153847,2.9957323,1,0,1
0,0,0,55,64.144997,201.60812,.e,223.03819,228.14662,232.541,239.11545,264.50613,0,0,73.185471,475.70557,0,12.496587,0,0,1,1,0,1,9,0,0,1,0,0,0,,1,0,0,0,0,0,1,40.383442,2.3434072,1,0,0
0,0,0,68.653847,146.79337,286.08224,311.56561,311.56561,307.52295,305.72623,305.72623,305.72623,303.53665,302.16818,265.73856,259.18851,1,6.4670324,0,1,0,0,1,0,12,1,0,1,1,3.5,1885.75,5.5,1,0,0,0,1,0,1,72.115387,,0,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,,0,0,9,0,0,0,0,0,0,,1,0,0,0,,,,,,,1,0
0,113.23077,184,274.39999,270.79059,183.58282,151.04381,230.7312,227.73741,226.40683,226.40683,236.35878,242.91592,242.03899,242.03899,141.3065,1,6.4670324,1,0,0,0,1,0,12,1,0,1,0,0,0,,0,1,0,0,1,1,1,89.903847,2.0731719,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.496587,1,0,0,0,0,1,9,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,,0,0,1
151.3204,220.31439,215.61182,.e,238.2655,274.67999,274.67999,274.67999,271.11597,269.53195,269.53195,275.38196,205.2596,95.141113,95.141113,95.141113,1,9.3076916,0,1,0,1,1,1,11,0,0,1,1,7.25,6783,5.25,1,0,0,0,1,0,1,57.068619,.73396915,1,0,0
111.37206,120,120,120,255.26791,292.27762,45.276924,0,0,0,0,0,0,0,0,0,0,12.496587,0,1,0,0,0,1,12,1,0,1,1,8.25,8580,6.5,1,1,0,0,0,0,0,37.98077,2.0149031,1,0,1
,,,,,,,,,,,,,,,,1,6.4670324,0,1,0,0,1,0,11,0,0,1,0,0,0,,1,1,1,1,,,,,,,1,0
0,0,87.692307,46.153847,0,0,0,0,0,0,31.09984,224.36313,229.16597,210.77415,0,366.39575,1,6.4670324,0,1,0,0,1,0,8,0,0,0,0,0,0,,0,0,0,0,1,1,1,29.326923,2.008214,1,0,1
128.6817,166.35492,178.16144,186.58928,217.56104,366.25742,387.77451,387.77451,276.1051,.e,.e,.e,.e,0,0,0,0,12.496587,1,0,0,0,0,1,10,0,0,1,1,,,,,0,1,0,0,0,0,51.453407,2.2772672,1,0,0
0,0,0,0,0,0,0,0,149.99203,279.89856,450.50339,522.47729,601.56067,0,0,0,1,9.3076916,0,1,0,0,0,0,12,1,0,1,0,0,0,,1,0,0,0,1,1,0,28.365385,2.0149031,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,0,1,11,0,1,1,1,8.25,7926,4.8000002,0,1,0,0,,,,,,,1,0
0,0,17.947992,233.3239,230.25481,256.74728,409.95825,409.95825,404.63895,402.27481,402.27481,402.27481,399.03363,397.59311,397.59311,397.59311,1,9.3076916,1,0,0,0,0,1,11,0,0,1,0,0,0,,0,0,0,0,1,1,1,81.730766,,0,0,1
141.23077,6.8653846,61.78846,0,0,0,0,0,231.46864,300.3356,300.3356,139.12927,160.42386,166.92674,165.66988,177.86641,0,12.496587,0,1,0,0,0,1,9,0,0,1,0,0,0,,1,0,0,0,0,0,0,36.21188,2.3951643,1,0,1
118.48132,87.692307,209.42308,164.96153,0,0,0,0,0,165.27344,358.09244,399.77463,444.79102,443.1853,483.58368,530.46216,1,9.3076916,0,1,0,0,0,1,11,0,0,1,1,10.75,8033,4.5,1,1,0,0,1,1,1,.h,1.8325815,1,0,1
113.66794,8.5846157,0,103.84615,148.02692,178.84384,206.00999,206.00999,141.13728,0,51.092594,221.40123,263.54086,262.58948,100.99595,114.75481,0,12.496587,0,1,0,0,0,1,12,0,0,1,1,12,6240,5,1,1,0,0,0,0,1,63.942307,1.9459101,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,12,1,0,1,1,5,,6,,0,0,0,,,,,,,1,0
3.5368912,0,0,0,0,0,0,0,0,0,77.749596,273.23431,217.79199,236.88673,291.68802,247.36688,1,9.3076916,0,1,0,0,0,1,11,0,0,1,1,2.75,1791,4.5,0,0,1,0,1,1,1,.h,2.0794415,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,0,0,1,0,1,12,1,0,1,0,0,0,,,1,,,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,0,1,1,0,0,8,0,0,1,0,0,0,,1,1,1,,0,0,0,0,,0,0,0
36.553844,156,210,113.07692,0,0,0,0,0,0,64.421097,200.29778,0,0,0,158.08061,0,19.994539,0,0,1,0,0,0,10,0,0,0,0,0,0,,0,1,1,0,0,0,1,26.442308,2.0794415,1,0,1
156.20219,0,118.46154,220,217.10616,267.13385,429.22522,298.8277,309.07339,295.35962,277.23285,139.12927,160.42386,166.92674,165.66988,177.86641,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,12,6594,6.75,1,0,0,0,0,0,0,36.21188,1.8718022,1,0,1
0,10.384615,0,0,0,0,0,0,0,0,0,69.308212,252.08257,251.17253,251.17253,251.17253,1,9.3076916,1,0,0,0,0,0,9,0,0,0,0,0,0,,1,0,0,0,0,0,1,26.923077,1.704748,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,8,0,0,1,1,4.25,4323,6,1,1,0,0,,,,,,,1,0
0,0,0,115.38461,148.02692,147.14999,147.14999,147.14999,145.24069,154.01825,393.33893,415.84927,429.68619,428.13501,428.13501,566.29089,1,9.3076916,0,0,0,1,0,1,5,0,0,0,0,0,0,,0,0,0,0,0,0,1,75,2.7725887,1,0,1
103.84615,11.538462,0,0,0,206.91554,276.642,276.642,42.560307,0,0,0,0,0,0,0,1,6.4670324,0,0,1,1,0,1,10,0,0,0,0,0,0,,0,1,1,,1,1,0,23.557692,,0,0,0
,,,,,,,,,,,,,,,,1,9.3076916,0,0,1,0,0,0,10,0,0,1,1,3,1071,4.25,0,1,1,0,,,,,,,1,0
0,0,0,0,0,0,0,133.11415,244.00436,242.57875,74.639618,0,31.286789,406.72824,406.72824,406.72824,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,,,6,0,1,1,0,0,0,1,37.01923,1.9636097,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.511784,199.79634,1,6.4670324,0,0,1,1,0,1,9,0,0,0,0,0,0,,1,1,0,0,1,1,0,8.1730766,1.8718022,1,0,1
153.2722,126,67.846153,0,0,133.22734,157.4505,157.4505,155.40755,154.49956,154.49956,154.49956,108.4894,312.64832,259.73523,259.73523,1,6.4670324,0,1,0,0,1,0,12,1,0,1,1,12,6309,4.5,0,0,0,0,1,0,1,81.730766,1.8718022,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,10,0,0,0,0,0,0,,1,1,0,0,,,,,,,1,0
.x,.x,.x,.x,393.59781,331.08749,331.08749,331.08749,326.79156,324.88226,324.88226,324.88226,322.26465,321.10126,321.10126,321.10126,0,12.496587,1,0,0,0,0,1,11,0,1,1,1,2.5,2880,5,0,1,0,0,0,0,1,.x,2.0149031,1,0,0
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,0,0,12,1,0,0,0,0,0,,0,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,41.185074,265.4075,262.586,261.63806,261.63806,261.63806,1,9.3076916,0,1,0,0,0,0,10,0,0,1,1,1.75,833,4.25,1,1,0,0,1,1,1,32.21154,1.704748,1,0,1
0,0,65.384613,0,0,0,71.688461,93.195,91.985771,91.448334,70.344872,0,0,0,0,0,0,12.496587,0,1,0,0,0,0,8,0,0,1,0,0,0,,1,1,0,0,0,0,0,7.2115383,,0,0,1
297.48318,238.07692,192.30769,84.615387,0,0,0,0,103.96232,168.93877,97.52021,272.79001,286.45746,285.42334,263.46768,24.88306,1,9.3076916,1,0,0,0,0,0,11,0,0,1,1,,,4,1,1,0,0,0,0,1,62.5,2.1400661,1,0,0
0,105,8.0769234,426.46155,496.63385,408.09601,392.39999,392.39999,387.3085,118.47558,0,0,0,0,0,0,1,9.3076916,1,0,0,0,0,0,11,0,0,1,1,1.5,1602,6,0,1,0,0,1,1,0,45.192307,1.9661129,1,0,1
0,0,0,0,0,.e,.e,.e,.e,.e,.e,.e,.e,.e,.e,.e,1,9.3076916,0,1,0,,0,1,10,0,0,1,1,,,2.8499999,,0,0,0,1,1,,.e,,0,0,0
0,0,0,73.846153,236.49231,345.84024,440.46899,440.46899,434.75381,432.21371,444.65366,593.93286,589.14752,587.02063,587.02063,587.02063,0,19.994539,0,1,0,0,0,0,11,0,0,0,0,0,0,,0,0,0,0,0,0,1,76.92308,2.1972246,1,0,1
22.523077,48.799999,48.799999,48.799999,11.261539,0,0,0,0,0,0,323.43832,267.64984,0,0,0,0,19.994539,0,1,0,0,0,0,8,0,0,1,1,2.5,1515,5.0500002,1,1,0,0,0,0,0,33.653847,,0,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,0,0,11,0,0,1,1,.5,576,6,1,0,1,0,,,,,,,1,0
139.8448,.e,189.09244,196.31834,222.99675,201.02954,225.17723,478.728,333.89996,269.53195,269.53195,266.57004,248.26312,247.36688,247.36688,247.36688,1,9.3076916,0,1,0,0,0,1,11,0,0,1,1,6,4377,4.5,1,1,0,0,1,1,1,46.48716,1.8718022,1,0,0
0,0,0,240,244.84616,181.1077,0,0,0,177.71336,288.78421,288.78421,286.45746,285.42334,285.42334,332.43423,0,12.496587,1,0,0,,0,1,8,0,0,1,1,4.75,1697.25,,0,1,1,,0,0,1,56.73077,2.1484344,1,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,1,0,1,12,1,0,1,1,11,8580,6.5,0,1,0,0,,,,,,,1,0
.e,.e,155.46103,154.23372,180.25592,0,0,0,125.8803,327.28879,327.28879,327.28879,262.96915,266.39511,266.39511,266.39511,1,9.3076916,0,0,0,1,0,1,10,0,0,0,0,0,0,,,0,1,,0,0,1,38.789722,1.9459101,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.64513,79.040306,1,6.4670324,0,1,0,0,1,0,11,0,0,1,1,10,1400,,1,1,0,0,1,1,1,8.1730766,2.5257287,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,0,1,0,0,1,9,0,0,0,0,0,0,,1,1,0,0,,,,,,,1,0
0,31.076923,0,0,0,0,0,0,0,130.61932,0,122.45562,175.45518,174.82179,174.82179,180.36559,0,19.994539,0,1,0,0,0,0,9,0,0,1,1,1.5,150,5,,0,1,,0,0,1,33.653847,1.658228,1,0,0
,,,,,,,,,,,,,,,,1,6.4670324,0,0,1,0,1,0,10,0,0,0,0,0,0,,1,1,0,0,,,,,,,1,0
0,0,38.76923,117.92308,71.847137,190.16307,95.081535,415.03845,484.13565,111.07085,244.35588,88.856682,200.52022,199.79634,232.7298,228.33867,1,9.3076916,0,0,1,0,0,1,11,0,0,1,0,0,0,,0,1,0,0,1,1,1,61.53846,1.9671124,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,0,1,1,0,0,12,0,0,0,0,0,0,,0,1,0,0,1,1,0,0,,0,0,1
0,0,0,0,0,0,0,164.808,302.10065,277.23285,300.3356,119.95652,39.985508,0,248.8306,124.4153,1,9.3076916,1,0,0,0,0,0,9,0,0,0,0,0,0,,0,0,0,0,1,1,1,32.21154,2.1400661,1,0,1
0,28.038462,96.384613,108.73077,40.088943,0,0,0,70.344872,182.89667,126.62077,0,0,133.19756,247.36688,76.112892,1,9.3076916,0,1,0,0,0,1,10,0,0,0,0,0,0,,0,0,0,0,1,0,0,39.423077,1.8718022,1,0,1
0,106.59087,34.395096,156.92308,170.23015,0,0,0,80.563393,515.36877,0,0,0,0,0,0,1,9.3076916,0,0,0,0,0,0,7,0,0,1,1,4,3910,4.25,0,0,1,1,1,1,0,21.634615,3.5065579,1,0,1
0,0,0,0,174.42462,201.60812,215.33861,223.03819,.e,0,44.428341,288.78421,220.59053,0,0,0,0,12.496587,0,1,0,0,0,1,9,0,0,1,1,1.75,1134,4.5,0,0,1,0,0,0,0,40.383442,1.7917595,1,0,0
0,29.538462,192,162.46153,0,0,0,0,71.08535,295.00418,323.43832,323.43832,99.519485,0,0,0,1,9.3076916,0,1,0,0,0,1,10,0,0,1,1,2.25,2541,6,0,1,0,0,1,1,0,33.173077,,0,0,1
0,1008,930.46155,0,24.449539,60.369232,392.39999,181.1077,0,0,155.49919,44.428341,0,0,0,553.28217,1,9.3076916,1,0,0,0,0,0,7,0,0,0,0,0,0,,1,1,0,0,1,1,1,35.096153,2.7080503,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,10,0,0,1,1,9.5,9132,6,0,1,0,0,,,,,,,1,0
.e,.e,.e,.e,.e,0,0,0,0,.e,.e,335.01862,0,0,244.43947,317.7713,0,12.496587,1,0,0,0,0,1,8,0,1,1,1,,,,,1,0,0,0,0,1,64.365059,2.1222615,1,0,0
0,128.76923,130.15384,188,100.13169,335.04922,981,1003.5013,657.70984,350.98389,294.80673,74.639618,154.56772,502.34506,210.77415,0,1,9.3076916,1,0,0,0,0,0,12,0,1,1,1,1.25,475,4.75,1,0,0,0,0,0,0,67.307693,1.8718022,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.496587,0,0,1,0,1,0,9,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,,0,0,1
,,,,,,,,,,,,,,,,1,6.4670324,0,0,1,1,0,1,12,1,0,1,1,1.25,1604,7,0,1,0,0,,,,,,,1,0
0,0,0,0,0,.e,.e,.e,283.42117,0,106.77612,319.92108,254.8286,385.3215,385.3215,385.3215,1,6.4670324,0,1,0,0,0,1,10,0,0,0,0,0,0,,0,0,0,0,1,1,1,46.48716,2.1972246,1,0,0
,,,,,,,,,,,,,,,,1,9.3076916,0,0,0,1,0,1,9,0,0,1,0,0,0,,1,1,1,1,,,,,,,1,0
350,350,358.02197,504.50549,482.19922,343.35001,306.56757,330.64877,102.31003,124.5242,198.57144,198.57144,240.17174,362.75739,362.75739,548.49341,1,6.4670324,0,1,0,0,0,0,10,0,0,1,1,,,,1,0,0,0,1,1,1,95.67308,2.3025851,1,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,1,1,9,0,0,1,1,1.25,1125,5,1,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,0,0,10,0,0,1,1,6,2533,4.25,1,1,0,0,,,,,,,1,0
0,0,0,0,0,72.443077,168.41205,178.22807,175.91553,174.88773,174.88773,174.88773,173.47864,172.85237,172.85237,226.63499,1,9.3076916,0,1,0,0,1,0,7,0,0,1,1,1,714,4.25,1,1,0,0,0,0,1,65.384613,,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,799.18536,1038.9409,1038.9409,1,9.3076916,1,0,0,0,0,1,8,0,0,1,1,3.75,4004,5.5,1,1,1,0,1,1,1,15.384615,2.5649493,1,0,1
0,0,77.53846,336,254.71925,196.76596,196.95462,235.44,232.3851,17.771338,710.85345,924.1095,585.79584,220.14189,67.330635,0,1,9.3076916,1,0,0,0,1,0,10,0,0,1,1,3.5,3606,4.5,1,1,1,0,1,1,0,62.5,1.7491999,1,0,1
0,0,0,0,0,0,0,149.86662,240.02225,238.96895,238.96895,370.72119,520.20673,518.3288,518.3288,79.742889,1,6.4670324,0,1,0,0,1,0,8,0,0,1,1,4.75,1894,4.25,0,1,0,0,1,1,0,48.557693,2.6115394,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,320.83234,319.67413,283.95963,76.112892,1,9.3076916,0,1,0,0,0,1,11,0,0,1,1,.5,240,6,1,1,1,0,1,1,0,20.192308,1.8718022,1,0,1
0,0,0,0,0,0,0,0,0,0,0,114.40298,136.21843,0,0,0,0,12.496587,0,1,0,0,0,1,8,0,0,0,0,0,0,,1,1,1,1,0,0,0,10.576923,,0,0,1
36.783669,0,51.923077,287.85425,21.153847,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,1,0,0,0,0,1,10,0,0,1,1,5.75,4705,4.25,0,1,1,0,0,0,0,9.1346149,2.1400661,1,0,1
0,0,0,0,0,231.81784,0,0,0,0,0,0,94.337242,65.958405,0,0,1,9.3076916,0,1,0,0,0,1,8,0,0,0,0,0,0,,1,1,0,0,1,1,0,12.019231,1.6389967,1,0,1
100.01438,149.13354,.e,154.23372,180.25592,201.29366,269.77499,207.51923,0,22.21417,244.35588,232.50832,0,17.930441,233.09572,233.09572,1,9.3076916,0,0,0,0,0,1,10,0,0,1,1,3.75,2580,4.3000002,1,1,.98792344,1,0,0,1,38.789722,1.9459101,1,0,0
0,0,408,0,86.026154,90.553848,0,0,398.07794,0,0,0,0,0,0,0,1,9.3076916,1,0,0,0,1,1,10,0,0,1,1,4.5,5672,7.4000001,,1,1,0,1,1,0,.h,,0,0,0
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,0,1,10,0,0,1,1,2.75,6864,8,0,1,0,0,,,,,,,1,0
0,85,58.846153,0,180.25592,220.50706,233.21225,241.06815,236.42505,235.88539,250.34972,283.91055,291.79108,299.89511,297.11865,296.03415,1,9.3076916,0,0,1,0,0,1,9,0,0,1,1,3.25,1933.75,4.25,,0,1,0,0,0,1,85.57692,1.9459101,1,0,0
173.3765,180,264,194.76923,82.772308,251.5426,.e,.e,.e,0,136.24692,168.90175,306.72858,431.56009,180.73883,110.65643,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,,,,1,1,0,0,0,0,0,54.109161,1.9657128,1,0,0
0,0,0,0,0,0,0,0,0,185.53276,82.459,0,0,0,0,0,0,12.496587,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,1,.98792344,1,0,0,0,6.25,,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.28223,10.97782,0,12.496587,0,1,0,0,0,1,7,0,0,1,0,0,0,,1,0,0,0,0,0,0,4.8076925,2.3025851,1,0,1
.e,.e,.e,.e,.e,0,0,0,0,57.201488,148.72388,69.97464,120.16548,0,0,0,1,9.3076916,0,1,0,0,0,0,10,0,0,1,0,0,0,,0,1,0,0,1,1,0,35.855888,2.7080503,1,0,0
0,0,202.5,202.5,199.54039,61.123848,377.30768,490.5,250.17969,66.642509,0,0,0,0,0,179.3044,1,9.3076916,1,0,0,0,0,1,12,0,0,1,1,.75,240,4,1,1,0,0,1,1,0,41.826923,1.937942,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.09676,0,19.994539,0,0,1,0,0,0,12,1,0,1,0,0,0,,0,0,0,0,0,0,1,4.8076925,1.6094379,1,0,1
111.37753,0,0,243.07692,647.80475,175.00247,.e,.e,.e,.e,.e,.e,477.42908,475.70557,475.70557,475.70557,1,9.3076916,1,0,0,0,0,0,10,0,0,1,1,8.5,3670.5,3.5,1,1,0,0,1,1,1,43.22031,2.5257287,1,0,0
0,0,0,0,0,0,51.651913,335.73743,330.89713,106.09488,41.007359,358.42444,148.53397,198.83446,224.52257,44.70586,1,6.4670324,1,0,0,0,0,0,9,0,0,1,1,7.5,5995,4.3000002,1,1,0,0,1,1,1,51.442307,2.3025851,1,0,1
164.37318,0,0,125.48077,213.18922,32.599384,249.02307,254.60722,201.10625,200.22372,170.30864,102.62947,147.04816,146.51732,131.58748,17.564512,1,9.3076916,1,0,0,0,0,1,11,0,0,1,1,,,,1,1,0,0,1,1,1,61.057693,1.7917595,1,0,0
0,0,221.15384,44.23077,132.435,234.30807,0,294.29999,280.07236,202.88943,259.90579,330.32471,290.43494,339.21466,299.69449,263.83362,1,9.3076916,0,0,1,0,0,0,10,0,0,1,1,1,500,5,1,1,0,0,1,0,1,65.384613,2.0794415,1,0,1
,,,,,,,,,,,,,,,,1,6.4670324,0,0,1,0,0,0,11,0,0,1,1,11.25,8388,4.5,0,1,0,0,,,,,,,1,0
0,108.30769,84.96154,0,0,0,0,0,0,0,0,65.161568,210.0688,193.20964,0,0,0,12.496587,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,0,0,0,0,0,0,21.153847,1.704748,1,0,1
.x,.x,.x,.x,0,0,0,0,0,0,0,0,0,0,0,0,0,12.496587,0,0,0,1,1,0,11,0,0,1,0,0,0,,1,1,1,1,0,0,0,.x,,0,0,0
0,55.846153,363,223.38461,34.396152,0,0,0,0,0,0,214.5889,62.018707,80.149071,347.31262,347.31262,0,12.496587,0,0,0,1,0,1,12,1,0,1,1,5.5,7392,6,1,0,0,0,0,0,1,34.615383,2.3446863,1,0,1
0,212.30769,345,185.76923,0,0,0,0,0,0,0,0,0,0,135.35652,351.92697,1,9.3076916,1,0,0,0,0,0,10,0,0,1,1,3,2983.5,4.75,0,1,0,0,1,1,1,22.115385,1.9242487,1,0,1
153.94034,216.15384,143.30769,64.730766,0,0,0,139.7925,137.77711,137.1725,137.1725,137.1725,135.94449,135.57608,135.57608,135.57608,1,6.4670324,1,0,0,0,0,0,10,0,0,1,1,11,2520,4.25,0,0,0,0,0,0,1,72.115387,1.0473189,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,12,1,0,1,1,10,9674,6,,1,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,74.047234,192.52281,0,37.324589,0,0,215.16528,0,12.496587,0,1,0,0,0,1,12,1,0,1,1,3,1320,6,1,1,1,,0,0,1,17.307692,1.658228,1,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,1,0,0,10,0,1,1,0,0,0,,1,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.994539,0,0,0,1,0,0,9,0,0,0,0,0,0,,1,1,1,,0,0,0,0,,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,1,0,0,0,1,10,0,0,1,0,0,0,,,0,1,,1,0,0,0,,0,0,0
156.92308,31.384615,53.076923,141.53847,0,0,181.1077,0,118.47558,74.047234,177.71336,107.51659,32.82766,299.69449,299.69449,299.69449,0,12.496587,1,0,0,0,0,1,8,0,0,1,1,2.75,3288,5.5,1,0,1,0,0,0,1,52.884617,1.9459101,1,0,1
0,0,0,0,0,0,0,0,0,279.39874,279.39874,279.39874,284.3075,308.2572,308.2572,237.12093,0,12.496587,0,1,0,0,1,0,10,0,0,0,0,0,0,,1,0,0,0,0,0,0,42.307693,1.9095426,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.60966,195.99069,1,9.3076916,0,1,0,0,0,0,11,0,0,0,0,0,0,,1,0,0,0,0,0,1,4.3269229,1.6389967,1,0,1
46.003765,0,0,0,75.46154,221.17776,254.07899,254.07899,250.41595,249.31705,249.31705,191.78235,0,0,158.08061,425.06122,1,9.3076916,1,0,0,0,0,1,9,0,0,1,1,.25,67.5,4.5,0,1,1,0,1,1,1,58.173077,2.3025851,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.346769,1,6.4670324,0,1,0,0,0,0,10,0,0,1,1,1.25,1140,9.5,0,1,0,0,1,1,1,.48076922,2.0794415,1,0,1
0,132.92308,216,132.92308,0,124.17196,112.90932,100.92981,129.31712,128.74963,128.74963,243.80052,262.349,20.126005,0,132.31934,1,9.3076916,0,1,0,0,0,1,12,1,0,1,0,0,0,,1,0,0,0,1,0,1,63.46154,1.7316556,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,0,0,8,0,0,1,0,0,0,,1,0,1,0,,,,,,,1,0
0,0,0,0,0,0,186.54092,606.258,597.51764,506.03882,363.86813,55.97971,131.73384,342.508,343.67896,239.7556,1,9.3076916,0,1,0,0,0,0,8,0,0,1,1,5.5,495,2.25,1,0,0,0,1,1,1,49.03846,1.9459101,1,0,1
0,0,0,138.46153,295.61539,294.29999,294.29999,305.61923,276.33234,0,124.39936,275.45572,286.19891,285.42334,285.42334,263.46768,0,12.496587,0,0,1,1,1,1,10,0,0,1,1,7.25,6935,6.875,0,1,0,0,0,0,0,67.307693,1.89712,1,0,1
358.58002,381.72183,277.5,321.92505,237.07996,388.66315,404.56439,404.56439,398.73181,396.98206,396.98206,121.52632,82.452736,288.38004,285.42334,219.55641,0,12.496587,0,1,0,0,1,1,10,0,0,1,1,10.25,5535,5,0,1,0,0,0,0,0,77.403847,2.0149031,1,0,1
482.41129,480,480,572.30768,571.61078,333.54001,333.54001,333.54001,328.73138,327.28879,327.28879,327.28879,324.3588,323.47977,323.47977,323.47977,1,9.3076916,0,1,0,0,0,1,10,0,0,1,1,2.5,2032.5,6.5,,1,0,0,1,0,1,100,2.1400661,1,0,0
